 2016-01-23 07:00:02|196| 6|     285|    2|          무광(47)
 2016-01-23 08:00:01|196| 7|     273|    1|          무광(70)
 2016-01-23 09:00:01|196| 8|     358|    0|          진리(59)
 2016-01-23 10:00:01|196| 9|     446|    5|          카토(67)
 2016-01-23 11:00:01|196|10|     780|    9|   카이사르(176)
 2016-01-23 12:01:01|196|11|     437|    2|          니쉬(45)
 2016-01-23 13:00:01|196|12|     599|    9|          카토(78)
 2016-01-23 14:00:01|197| 1|     867|    5|   카이사르(229)
 2016-01-23 15:00:02|197| 2|     613|    9|    카이사르(99)
 2016-01-23 16:00:01|197| 3|     434|    2|바닥을탁치고(56)
 2016-01-23 17:00:02|197| 4|     569|    4|         무광(123)
 2016-01-23 18:00:23|197| 5|     698|    2|         무광(192)
 2016-01-23 19:00:16|197| 6|     718|    8|          카토(83)
 2016-01-23 20:00:02|197| 7|     864|    9|   카이사르(115)
 2016-01-23 21:00:01|197| 8|     741|    7|   카이사르(135)
 2016-01-23 22:00:11|197| 9|    2047|   14|         카토(445)
 2016-01-23 23:00:09|197|10|    1661|   18|         くま(222)
 2016-01-24 00:00:02|197|11|    1073|   13|         くま(128)
 2016-01-24 01:00:00|197|12|     711|    8|       엄백호(95)
 2016-01-24 02:00:01|198| 1|     702|    7|카가미네렌(119)
 2016-01-24 03:00:08|198| 2|     825|    7|         카토(106)
 2016-01-24 04:00:01|198| 3|     596|    4|          카토(60)
 2016-01-24 05:00:26|198| 4|    1064|    7|      정휘인(432)
 2016-01-24 06:00:01|198| 5|     536|    4|      정휘인(188)
 2016-01-24 07:00:01|198| 6|     341|    0| 하기싫은데(81)
 2016-01-24 08:00:01|198| 7|     463|    5|      정휘인(190)
 2016-01-24 09:00:01|198| 8|     369|    1|      Navy마초(76)
 2016-01-24 10:00:27|198| 9|     807|    6|         카토(143)
 2016-01-24 11:00:01|198|10|     453|    3|            Anes(49)
 2016-01-24 12:00:12|198|11|     527|    6|          카토(70)
 2016-01-24 13:00:10|198|12|     908|   12|         くま(148)
 2016-01-24 14:00:01|199| 1|    1408|    7|      이루나(231)
 2016-01-24 15:00:01|199| 2|    1083|    8|       이루나(82)
 2016-01-24 16:00:01|199| 3|     982|   10|         니쉬(117)
 2016-01-24 17:00:02|199| 4|     938|   10|하기싫은데(112)
 2016-01-24 18:00:01|199| 5|     917|    9|바닥을탁치고(116)
 2016-01-24 19:00:01|199| 6|    1067|    7|바닥을탁치고(130)
 2016-01-24 20:00:01|199| 7|     799|    7|하기싫은데(107)
 2016-01-24 21:00:01|199| 8|    1357|    7|   카이사르(167)
 2016-01-24 22:00:01|199| 9|    1168|    7|   카이사르(166)
 2016-01-24 23:00:00|199|10|    1569|   14|바닥을탁치고(179)
 2016-01-25 00:00:01|199|11|    1373|   14|         카토(145)
 2016-01-25 01:00:01|199|12|    1145|    9|          KAITO(159)
 2016-01-25 02:00:02|200| 1|    1186|    5|바닥을탁치고(193)
 2016-01-25 03:00:02|200| 2|     807|    4|바닥을탁치고(150)
 2016-01-25 04:00:02|200| 3|     658|    4|바닥을탁치고(243)
 2016-01-25 05:00:01|200| 4|     597|    1|      정휘인(165)
 2016-01-25 06:00:01|200| 5|     312|    0|       정휘인(51)
 2016-01-25 07:00:02|200| 6|     280|    1|       정휘인(42)
 2016-01-25 08:00:01|200| 7|     378|    3|       정휘인(70)
 2016-01-25 09:00:23|200| 8|     811|   10|           Anes(107)
 2016-01-25 10:00:02|200| 9|    1148|   12|          KAITO(117)
 2016-01-25 11:00:01|200|10|    1171|   13|카가미네렌(106)
 2016-01-25 12:00:06|200|11|    1031|    8|           Anes(128)
 2016-01-25 13:00:01|200|12|    1612|   12|         카토(228)
 2016-01-25 14:00:01|201| 1|    1130|    6|         카토(129)
 2016-01-25 15:00:00|201| 2|    1112|    8|   카이사르(121)
 2016-01-25 16:00:01|201| 3|     992|    9|돌아온꼰대(133)
 2016-01-25 17:00:12|201| 4|    1170|   12|바닥을탁치고(205)
 2016-01-25 18:00:01|201| 5|    1116|    7|바닥을탁치고(152)
 2016-01-25 19:00:08|201| 6|     953|   11|바닥을탁치고(108)
